stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
4082,P0020010,Avda. de Balaídos  69,Parada,42.2128248448105,-8.73716107715592,,,,,Europe/Madrid,1
4083,P0020011,Avda. de Balaídos  11,Parada,42.2130890612514,-8.73339257348998,,,,,Europe/Madrid,1
3877,P0014256,Rúa de Zamora  89,Parada,42.2221989013775,-8.72831783403382,,,,,Europe/Madrid,1
3878,P0014257,Rúa de Zamora  71,Parada,42.2234482710705,-8.72554711212143,,,,,Europe/Madrid,1
3879,P0014258,Rúa de Zamora  51,Parada,42.2248704164257,-8.7236320148848,,,,,Europe/Madrid,1
3880,P0014259,Rúa de Zamora  31,Parada,42.2270889818096,-8.72154525627121,,,,,Europe/Madrid,1
3882,P0014261,Rúa de Zamora  1,Parada,42.2286441179132,-8.72069231380448,,,,,Europe/Madrid,1
4094,P0020022,Rúa da Vía Norte (Hospital),Parada,42.234622236739,-8.70775844310072,,,,,Europe/Madrid,1
4095,P0020023,Rúa da Vía Norte - Est. Intermodal - C.C.,Parada,42.2340629726593,-8.71219575905201,,,,,Europe/Madrid,1
3765,P0014142,Avda. da Hispanidade  22,Parada,42.2314634336458,-8.72884442496471,,,,,Europe/Madrid,1
3766,P0014143,Avda. da Hispanidade  38,Parada,42.2297534826277,-8.72900267529658,,,,,Europe/Madrid,1
3767,P0014144,Avda. da Hispanidade  82,Parada,42.2267604360964,-8.7273853032606,,,,,Europe/Madrid,1
3876,P0014255,Rúa do Pintor Colmeiro (Parque do Pintor Colmeiro),Parada,42.2251119175383,-8.72673352646999,,,,,Europe/Madrid,1
3928,P0014307,Rúa do Pintor Colmeiro  11,Parada,42.2244644157404,-8.72796734261684,,,,,Europe/Madrid,1
3504,P007030,Rúa de Manuel Castro  23,Parada,42.2128089515285,-8.74002299417481,,,,,Europe/Madrid,1
3433,P006380,Rúa de Pablo Iglesias  2,Parada,42.2118116715932,-8.74242088903412,,,,,Europe/Madrid,1
3434,P006390,Rúa de Pablo Iglesias  20,Parada,42.2102044724957,-8.74559126008973,,,,,Europe/Madrid,1
3420,P006260,Estrada da Balsa  3 ,Parada,42.1995686432231,-8.7410305543535,,,,,Europe/Madrid,1
3082,P002960,Rúa dos Canteiros  101,Parada,42.2007369896287,-8.73889551597765,,,,,Europe/Madrid,1
3087,P003010,Rúa dos Canteiros  73,Parada,42.2012125203802,-8.73571146730225,,,,,Europe/Madrid,1
3086,P003000,Rúa dos Canteiros  49,Parada,42.2011886767166,-8.73320896629136,,,,,Europe/Madrid,1
3085,P002990,Rúa dos Canteiros  9,Parada,42.2037925726908,-8.72963072343907,,,,,Europe/Madrid,1
3290,P005000,Rúa do Doutor Corbal  6,Parada,42.2501213952634,-8.69612237594183,,,,,Europe/Madrid,1
4023,P0014404,Rúa do Doutor Corbal  58,Parada,42.2517856415656,-8.69687199414673,,,,,Europe/Madrid,1
3292,P005020,Rúa do Doutor Corbal  94,Parada,42.2541045107821,-8.69765519917908,,,,,Europe/Madrid,1
3287,P004970,Rúa do Doutor Corbal  126,Parada,42.2558833122349,-8.69681298554841,,,,,Europe/Madrid,1
